,artist,number,title,year
4375,Toby Keith featuring Willie Nelson,75,Beer for My Horses,2003
4376,Chingy featuring Ludacris and Snoop Dogg,76,Holidae In,2003
4377,Baby Bash featuring Frankie J,77,Suga Suga,2003
4378,Erykah Badu featuring Common,78,Love of My Life (An Ode to Hip-Hop),2003
4379,Christina Aguilera,79,Fighter,2003
4380,2Pac,80,Thugz Mansion,2003
4381,Coldplay,81,Clocks,2003
4382,Jaheim,82,Put That Woman First,2003
4383,Ashanti,83,Rain on Me,2003
4384,Mark Wills,84,19 Somethin',2003
4385,Young Gunz,85,"Can't Stop, Won't Stop",2003
4386,Brooks & Dunn,86,Red Dirt Road,2003
4387,Dierks Bentley,87,What Was I Thinkin',2003
4388,Ruben Studdard,88,Flying Without Wings,2003
4389,Eminem,89,Sing for the Moment,2003
4390,Darryl Worley,90,Have You Forgotten?,2003
4391,Kenny Chesney,91,"No Shoes, No Shirt, No Problems",2003
4392,Aaliyah,92,Come Over,2003
4393,Field Mob,93,Sick of Being Lonely,2003
4394,R. Kelly,94,Step in the Name of Love,2003
4395,Thalía featuring Fat Joe,95,I Want You,2003
4396,Audioslave,96,Like a Stone,2003
4397,Norah Jones,97,Don't Know Why,2003
4398,Eminem,98,Superman,2003
4399,Tim McGraw,99,Real Good Man,2003
4400,Floetry,100,Say Yes,2003
4401,Usher featuring Lil Jon and Ludacris,1,Yeah!,2004
4402,Usher,2,Burn,2004
4403,Alicia Keys,3,If I Ain't Got You,2004
4404,Maroon 5,4,This Love,2004
4405,Outkast featuring Sleepy Brown,5,The Way You Move,2004
4406,Hoobastank,6,The Reason,2004
4407,Mario Winans featuring Enya and P. Diddy,7,I Don't Wanna Know,2004
4408,Outkast,8,Hey Ya!,2004
4409,Ciara featuring Petey Pablo,9,Goodies,2004
4410,Terror Squad,10,Lean Back,2004
4411,J-Kwon,11,Tipsy,2004
4412,Usher,12,Confessions Part II,2004
4413,Juvenile featuring Soulja Slim,13,Slow Motion,2004
4414,Petey Pablo,14,Freek-a-Leek,2004
4415,3 Doors Down,15,Here Without You,2004
4416,Twista featuring Kanye West and Jamie Foxx,16,Slow Jamz,2004
4417,Nickelback,17,Someday,2004
4418,Beyoncé,18,Naughty Girl,2004
4419,Evanescence,19,My Immortal,2004
4420,Lil' Flip featuring Lea,20,Sunshine,2004
4421,Jay-Z,21,Dirt Off Your Shoulder,2004
4422,Nina Sky,22,Move Ya Body,2004
4423,Christina Milian,23,Dip It Low,2004
4424,Usher and Alicia Keys,24,My Boo,2004
4425,Chingy featuring J-Weav,25,One Call Away,2004
4426,Beyoncé,26,"Me, Myself and I",2004
4427,Kevin Lyttle,27,Turn Me On,2004
4428,Sheryl Crow,28,The First Cut Is the Deepest,2004
4429,Alicia Keys,29,You Don't Know My Name,2004
4430,Nelly featuring Jaheim,30,My Place,2004
4431,Twista,31,Overnight Celebrity,2004
4432,Cassidy featuring R. Kelly,32,Hotel,2004
4433,Linkin Park,33,Numb,2004
4434,Alicia Keys featuring Tony! Toni! Toné!,34,Diary,2004
4435,Maroon 5,35,She Will Be Loved,2004
4436,Dido,36,White Flag,2004
4437,Los Lonely Boys,37,Heaven,2004
4438,No Doubt,38,It's My Life,2004
4439,Ashlee Simpson,39,Pieces of Me,2004
4440,JoJo,40,Leave (Get Out),2004
4441,Kelis,41,Milkshake,2004
4442,Ludacris,42,Splash Waterfalls,2004
4443,Kanye West,43,Jesus Walks,2004
4444,Akon featuring Styles P,44,Locked Up,2004
4445,Ludacris featuring Shawnna,45,Stand Up,2004
4446,Baby Bash featuring Frankie J,46,Suga Suga,2004
4447,Kanye West featuring Syleena Johnson,47,All Falls Down,2004
4448,Britney Spears,48,Toxic,2004
4449,Ying Yang Twins featuring Lil Jon & the East Side Boyz,49,Salt Shaker,2004
4450,Jessica Simpson,50,With You,2004
4451,Switchfoot,51,Meant to Live,2004
4452,"Houston featuring Chingy, Nate Dogg and I-20",52,I Like That,2004
4453,Ruben Studdard,53,Sorry 2004,2004
4454,Avril Lavigne,54,My Happy Ending,2004
4455,Lloyd Banks,55,On Fire,2004
4456,Outkast,56,Roses,2004
4457,Jagged Edge,57,Walked Outta Heaven,2004
4458,Destiny's Child,58,Lose My Breath,2004
4459,D12,59,My Band,2004
4460,Sean Paul featuring Sasha,60,I'm Still in Love with You,2004
4461,Kanye West,61,Through the Wire,2004
4462,Jadakiss,62,Why?,2004
4463,Eamon,63,Fuck It (I Don't Want You Back),2004
4464,Avant featuring Snoop Dogg,64,Read Your Mind,2004
4465,Lil' Flip,65,Game Over (Flip),2004
4466,Finger Eleven,66,One Thing,2004
4467,LL Cool J,67,Headsprung,2004
4468,YoungBloodZ featuring Lil Jon,68,Damn!,2004
4469,Beyoncé featuring Sean Paul,69,Baby Boy,2004
4470,Lil Jon & the East Side Boyz featuring Ying Yang Twins,70,Get Low,2004
4471,Snoop Dogg featuring Pharrell,71,Drop It Like It's Hot,2004
4472,Monica,72,U Should've Known Better,2004
4473,Ryan Cabrera,73,On the Way Down,2004
4474,Kelly Clarkson,74,Breakaway,2004
4475,Santana featuring Alex Band,75,Why Don't You & I,2004
4476,Jet,76,Are You Gonna Be My Girl,2004
4477,Five for Fighting,77,100 Years,2004
4478,R. Kelly,78,Step in the Name of Love,2004
4479,Linkin Park,79,Breaking the Habit,2004
4480,Nick Cannon featuring R. Kelly,80,Gigolo,2004
4481,Tim McGraw,81,Live Like You Were Dying,2004
4482,Alan Jackson,82,Remember When,2004
4483,Britney Spears,83,Everytime,2004
4484,Lloyd featuring Ashanti,84,Southside,2004
4485,Beenie Man,85,Dude,2004
4486,G-Unit featuring Joe,86,Wanna Get to Know You,2004
4487,Chingy featuring Ludacris and Snoop Dogg,87,Holidae In,2004
4488,The Black Eyed Peas,88,Let's Get It Started,2004
4489,Kenny Chesney featuring Uncle Kracker,89,When the Sun Goes Down,2004
4490,Toby Keith,90,American Soldier,2004
4491,Jay-Z,91,Change Clothes,2004
4492,Avril Lavigne,92,Don't Tell Me,2004
4493,Keith Urban,93,You'll Think of Me,2004
4494,R. Kelly,94,Happy People,2004
4495,The Black Eyed Peas,95,Hey Mama,2004
4496,Nelly featuring Tim McGraw,96,Over and Over,2004
4497,Gretchen Wilson,97,Redneck Woman,2004
4498,Eminem,98,Just Lose It,2004
4499,John Michael Montgomery,99,Letters from Home,2004
4500,Kenny Chesney,100,I Go Back,2004
4501,Mariah Carey,1,We Belong Together,2005
4502,Gwen Stefani,2,Hollaback Girl,2005
4503,Mario,3,Let Me Love You,2005
4504,Kelly Clarkson,4,Since U Been Gone,2005
4505,Ciara featuring Missy Elliott,5,"1, 2 Step",2005
4506,Kanye West featuring Jamie Foxx,6,Gold Digger,2005
4507,Green Day,7,Boulevard of Broken Dreams,2005
4508,50 Cent featuring Olivia,8,Candy Shop,2005
4509,The Pussycat Dolls featuring Busta Rhymes,9,Don't Cha,2005
4510,Kelly Clarkson,10,Behind These Hazel Eyes,2005
4511,50 Cent,11,Disco Inferno,2005
4512,Lifehouse,12,You and Me,2005
4513,The Black Eyed Peas,13,Don't Phunk with My Heart,2005
4514,Missy Elliott featuring Ciara and Fatman Scoop,14,Lose Control,2005
4515,Mariah Carey,15,Shake It Off,2005
4516,The Killers,16,Mr. Brightside,2005
4517,50 Cent,17,Just a Lil Bit,2005
4518,Rihanna,18,Pon de Replay,2005
4519,The Game featuring 50 Cent,19,How We Do,2005
4520,Weezer,20,Beverly Hills,2005
4521,Ciara featuring Ludacris,21,Oh,2005
4522,Rob Thomas,22,Lonely No More,2005
4523,Snoop Dogg featuring Pharrell,23,Drop It Like It's Hot,2005
4524,The Game featuring 50 Cent,24,Hate It or Love It,2005
4525,Lil Jon featuring Usher and Ludacris,25,Lovers & Friends,2005
4526,Destiny's Child featuring T.I. and Lil Wayne,26,Soldier,2005
4527,Kelly Clarkson,27,Breakaway,2005
4528,Will Smith,28,Switch,2005
4529,Bow Wow featuring Omarion,29,Let Me Hold You,2005
4530,Bow Wow featuring Ciara,30,Like You,2005
4531,Gwen Stefani featuring Eve,31,Rich Girl,2005
4532,The Black Eyed Peas,32,My Humps,2005
4533,Frankie J featuring Baby Bash,33,Obsession (No Es Amor),2005
4534,Usher,34,Caught Up,2005
4535,DHT featuring Edmee,35,Listen to Your Heart,2005
4536,Papa Roach,36,Scars,2005
4537,Gorillaz,37,Feel Good Inc.,2005
4538,3 Doors Down,38,Let Me Go,2005
4539,Green Day,39,Holiday,2005
4540,Fall Out Boy,40,"Sugar, We're Goin Down",2005
4541,Pretty Ricky,41,Grind with Me,2005
4542,Chris Brown featuring Juelz Santana,42,Run It!,2005
4543,Nickelback,43,Photograph,2005
4544,Akon,44,Lonely,2005
4545,Howie Day,45,Collide,2005
4546,Green Day,46,Wake Me Up When September Ends,2005
4547,Bobby Valentino,47,Slow Down,2005
4548,Nelly featuring Tim McGraw,48,Over and Over,2005
4549,Trillville featuring Cutty,49,Some Cut,2005
4550,Fat Joe featuring Nelly,50,Get It Poppin',2005
4551,David Banner,51,Play,2005
4552,Young Jeezy featuring Akon,52,Soul Survivor,2005
4553,Ludacris featuring Bobby Valentino,53,Pimpin' All Over the World,2005
4554,Usher and Alicia Keys,54,My Boo,2005
4555,"Trick Daddy featuring Ludacris, Lil' Kim and Cee Lo Green",55,Sugar (Gimme Some),2005
4556,Alicia Keys,56,Karma,2005
4557,Coldplay,57,Speed of Sound,2005
4558,Gavin DeGraw,58,I Don't Want to Be,2005
4559,Eminem,59,Mockingbird,2005
4560,Shakira featuring Alejandro Sanz,60,La Tortura,2005
4561,Maroon 5,61,She Will Be Loved,2005
4562,Baby Bash featuring Akon,62,Baby I'm Back,2005
4563,Ying Yang Twins,63,Wait (The Whisper Song),2005
4564,Backstreet Boys,64,Incomplete,2005
4565,T.I.,65,Bring Em Out,2005
4566,Destiny's Child,66,Cater 2 U,2005
4567,Amerie,67,1 Thing,2005
4568,Foo Fighters,68,Best of You,2005
4569,Mariah Carey featuring Jermaine Dupri and Fatman Scoop,69,It's Like That,2005
4570,Natalie,70,Goin' Crazy,2005
4571,Carrie Underwood,71,Inside Your Heaven,2005
4572,Kelly Clarkson,72,Because of You,2005
4573,Fantasia,73,Truth Is,2005
4574,Pretty Ricky,74,Your Body,2005
4575,Jesse McCartney,75,Beautiful Soul,2005
4576,Gwen Stefani,76,Cool,2005
4577,Ludacris,77,Get Back,2005
4578,50 Cent featuring Mobb Deep,78,Outta Control,2005
4579,T.I.,79,U Don't Know Me,2005
4580,Natasha Bedingfield,80,These Words,2005
4581,The Black Eyed Peas,81,Don't Lie,2005
4582,Jennifer Lopez,82,Get Right,2005
4583,John Mayer,83,Daughters,2005
4584,Toby Keith,84,As Good as I Once Was,2005
4585,Brooke Valentine featuring Lil Jon and Big Boi,85,Girlfight,2005
4586,Destiny's Child,86,Lose My Breath,2005
4587,John Legend,87,Ordinary People,2005
4588,Sean Paul,88,We Be Burnin',2005
4589,The Click Five,89,Just the Girl,2005
4590,Ryan Cabrera,90,True,2005
4591,Omarion,91,O,2005
4592,Mike Jones,92,Back Then,2005
4593,Jay-Z and Linkin Park,93,Numb/Encore,2005
4594,Ja Rule featuring R. Kelly and Ashanti,94,Wonderful,2005
4595,T-Pain,95,I'm Sprung,2005
4596,Gavin DeGraw,96,Chariot,2005
4597,112 featuring Foxy Brown,97,U Already Know,2005
4598,Faith Hill,98,Mississippi Girl,2005
4599,Ludacris,99,Number One Spot,2005
4600,Webbie featuring Bun B,100,Give Me That,2005
4601,Daniel Powter,1,Bad Day,2006
4602,Sean Paul,2,Temperature,2006
4603,Nelly Furtado featuring Timbaland,3,Promiscuous,2006
4604,James Blunt,4,You're Beautiful,2006
4605,Shakira featuring Wyclef Jean,5,Hips Don't Lie,2006
4606,Natasha Bedingfield,6,Unwritten,2006
4607,Gnarls Barkley,7,Crazy,2006
4608,Chamillionaire featuring Krayzie Bone,8,Ridin',2006
4609,Justin Timberlake featuring Timbaland,9,SexyBack,2006
4610,Beyoncé featuring Slim Thug,10,Check on It,2006
4611,Mary J. Blige,11,Be Without You,2006
4612,"Nelly, Paul Wall and Ali & Gipp",12,Grillz,2006
4613,The Fray,13,Over My Head (Cable Car),2006
4614,Cassie,14,Me & U,2006
4615,Pussycat Dolls featuring Snoop Dogg,15,Buttons,2006
4616,Chris Brown featuring Juelz Santana,16,Run It!,2006
4617,Ne-Yo,17,So Sick,2006
4618,Yung Joc featuring Nitti,18,It's Goin' Down,2006
4619,Rihanna,19,SOS,2006
4620,Panic! at the Disco,20,I Write Sins Not Tragedies,2006
4621,The All-American Rejects,21,Move Along,2006
4622,Fergie,22,London Bridge,2006
4623,Red Hot Chili Peppers,23,Dani California,2006
4624,Lil Jon featuring E-40 and Sean Paul,24,Snap Yo Fingers,2006
4625,Dem Franchize Boyz,25,"Lean wit It, Rock wit It",2006
4626,Rascal Flatts,26,What Hurts the Most,2006
4627,The Fray,27,How to Save a Life,2006
4628,Rihanna,28,Unfaithful,2006
4629,Snow Patrol,29,Chasing Cars,2006
4630,Hinder,30,Lips of an Angel,2006
4631,Cascada,31,Everytime We Touch,2006
4632,Christina Aguilera,32,Ain't No Other Man,2006
4633,Fall Out Boy,33,"Dance, Dance",2006
4634,Kanye West featuring Jamie Foxx,34,Gold Digger,2006
4635,Ludacris featuring Pharrell,35,Money Maker,2006
4636,Bubba Sparxxx featuring Ying Yang Twins,36,Ms. New Booty,2006
4637,Sean Paul featuring Keyshia Cole,37,(When You Gonna) Give It Up to Me,2006
4638,Nickelback,38,Photograph,2006
4639,Kelly Clarkson,39,Because of You,2006
4640,Pussycat Dolls,40,Stickwitu,2006
4641,T-Pain featuring Mike Jones,41,I'm 'n Luv (wit a Stripper),2006
4642,The Black Eyed Peas,42,My Humps,2006
4643,Fort Minor featuring Holly Brook and Jonah Matranga,43,Where'd You Go,2006
4644,Chris Brown,44,Yo (Excuse Me Miss),2006
4645,Kelly Clarkson,45,Walk Away,2006
4646,D4L,46,Laffy Taffy,2006
4647,T.I.,47,What You Know,2006
4648,The All-American Rejects,48,Dirty Little Secret,2006
4649,Nickelback,49,Savin' Me,2006
4650,Mariah Carey,50,Don't Forget About Us,2006
4651,Ne-Yo,51,Sexy Love,2006
4652,E-40 featuring T-Pain and Kandi Girl,52,U and Dat,2006
4653,Nickelback,53,Far Away,2006
4654,Nick Lachey,54,What's Left of Me,2006
4655,Field Mob featuring Ciara,55,So What,2006
4656,Cherish featuring Sean P,56,Do It to It,2006
4657,KT Tunstall,57,Black Horse and the Cherry Tree,2006
4658,Juelz Santana,58,There It Go (The Whistle Song),2006
4659,Young Dro featuring T.I.,59,Shoulder Lean,2006
4660,Jamie Foxx featuring Ludacris,60,Unpredictable,2006
4661,Justin Timberlake featuring T.I.,61,My Love,2006
4662,Eminem featuring Nate Dogg,62,Shake That,2006
4663,Chingy featuring Tyrese,63,Pullin' Me Back,2006
4664,Kelis featuring Too Short,64,Bossy,2006
4665,Jibbs,65,Chain Hang Low,2006
4666,Akon featuring Eminem,66,Smack That,2006
4667,Ray J,67,One Wish,2006
4668,Fall Out Boy,68,"Sugar, We're Goin Down",2006
4669,Chris Brown featuring Lil Wayne,69,Gimme That,2006
4670,Yung Joc,70,I Know You See It,2006
4671,Bon Jovi featuring Jennifer Nettles,71,Who Says You Can't Go Home,2006
4672,JoJo,72,Too Little Too Late,2006
4673,Busta Rhymes,73,Touch It,2006
4674,Daddy Yankee,74,Rompe,2006
4675,Beyoncé featuring Jay-Z,75,Déjà Vu,2006
4676,Rascal Flatts,76,Life Is a Highway,2006
4677,Evanescence,77,Call Me When You're Sober,2006
4678,Carrie Underwood,78,"Jesus, Take the Wheel",2006
4679,Danity Kane featuring Yung Joc,79,Show Stopper,2006
4680,Ciara featuring Chamillionaire,80,Get Up,2006
4681,Sean Paul,81,We Be Burnin',2006
4682,Blue October,82,Hate Me,2006
4683,Lifehouse,83,You and Me,2006
4684,Pussycat Dolls featuring will.i.am,84,Beep,2006
4685,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",85,I Think They Like Me,2006
4686,Chris Brown,86,Say Goodbye,2006
4687,John Mayer,87,Waiting on the World to Change,2006
4688,Young Jeezy featuring Akon,88,Soul Survivor,2006
4689,The Black Eyed Peas,89,Pump It,2006
4690,Eminem,90,When I'm Gone,2006
4691,Madonna,91,Hung Up,2006
4692,Three 6 Mafia featuring Young Buck and 8Ball & MJG,92,Stay Fly,2006
4693,Keyshia Cole,93,Love,2006
4694,Ne-Yo,94,When You're Mad,2006
4695,T.I.,95,Why You Wanna,2006
4696,Pink,96,Stupid Girls,2006
4697,Gorillaz,97,Feel Good Inc.,2006
4698,T-Pain,98,I'm Sprung,2006
4699,Taylor Hicks,99,Do I Make You Proud,2006
4700,Teddy Geiger,100,For You I Will (Confidence),2006
4701,Beyoncé,1,Irreplaceable,2007
4702,Rihanna featuring Jay-Z,2,Umbrella,2007
4703,Gwen Stefani featuring Akon,3,The Sweet Escape,2007
4704,Fergie,4,Big Girls Don't Cry,2007
4705,T-Pain featuring Yung Joc,5,Buy U a Drank (Shawty Snappin'),2007
4706,Carrie Underwood,6,Before He Cheats,2007
4707,Plain White T's,7,Hey There Delilah,2007
4708,Akon featuring Snoop Dogg,8,I Wanna Love You,2007
4709,Nelly Furtado,9,Say It Right,2007
4710,Fergie featuring Ludacris,10,Glamorous,2007
4711,Akon,11,Don't Matter,2007
4712,Avril Lavigne,12,Girlfriend,2007
4713,Maroon 5,13,Makes Me Wonder,2007
4714,Shop Boyz,14,Party Like a Rockstar,2007
4715,Akon featuring Eminem,15,Smack That,2007
4716,Mims,16,This Is Why I'm Hot,2007
4717,Daughtry,17,It's Not Over,2007
4718,Timbaland featuring Keri Hilson,18,The Way I Are,2007
4719,Fergie featuring will.i.am,19,Fergalicious,2007
4720,Soulja Boy Tell 'Em,20,Crank That (Soulja Boy),2007
4721,Timbaland featuring Nelly Furtado and Justin Timberlake,21,Give It to Me,2007
4722,Justin Timberlake,22,What Goes Around... Comes Around,2007
4723,Gym Class Heroes featuring Patrick Stump,23,Cupid's Chokehold,2007
4724,The Fray,24,How to Save a Life,2007
4725,Daughtry,25,Home,2007
4726,Justin Timberlake featuring T.I.,26,My Love,2007
4727,Kanye West,27,Stronger,2007
4728,Jim Jones,28,We Fly High,2007
4729,Pink,29,U + Ur Hand,2007
4730,Unk,30,Walk It Out,2007
4731,Sean Kingston,31,Beautiful Girls,2007
4732,Fall Out Boy,32,"This Ain't a Scene, It's an Arms Race",2007
4733,T-Pain featuring Akon,33,Bartender,2007
4734,Huey,34,"Pop, Lock & Drop It",2007
4735,Ludacris featuring Mary J. Blige,35,Runaway Love,2007
4736,Nickelback,36,Rockstar,2007
4737,Fall Out Boy,37,Thnks fr th Mmrs,2007
4738,Linkin Park,38,What I've Done,2007
4739,Justin Timberlake,39,Summer Love,2007
4740,Lloyd featuring Lil Wayne,40,You,2007
4741,Elliott Yamin,41,Wait for You,2007
4742,Diddy featuring Keyshia Cole,42,Last Night,2007
4743,Fat Joe featuring Lil Wayne,43,Make It Rain,2007
4744,Fabolous featuring Ne-Yo,44,Make Me Better,2007
4745,Omarion featuring Timbaland,45,Ice Box,2007
4746,Hinder,46,Lips of an Angel,2007
4747,John Mayer,47,Waiting on the World to Change,2007
4748,Robin Thicke,48,Lost Without U,2007
4749,R. Kelly featuring T.I. and T-Pain,49,I'm a Flirt,2007
4750,Nickelback,50,If Everyone Cared,2007
4751,Lloyd,51,Get It Shawty,2007
4752,The Red Jumpsuit Apparatus,52,Face Down,2007
4753,Baby Boy da Prince,53,The Way I Live,2007
4754,Bow Wow featuring Chris Brown and Johntá Austin,54,Shortie Like Mine,2007
4755,The All-American Rejects,55,It Ends Tonight,2007
4756,Hurricane Chris,56,A Bay Bay,2007
4757,Ne-Yo,57,Because of You,2007
4758,Bone Thugs-n-Harmony featuring Akon,58,I Tried,2007
4759,My Chemical Romance,59,Welcome to the Black Parade,2007
4760,Plies featuring T-Pain,60,Shawty,2007
4761,Snow Patrol,61,Chasing Cars,2007
4762,Beyoncé featuring Shakira,62,Beautiful Liar,2007
4763,Justin Timberlake featuring Timbaland,63,SexyBack,2007
4764,Avril Lavigne,64,Keep Holding On,2007
4765,Keyshia Cole featuring Missy Elliott and Lil' Kim,65,Let It Go,2007
4766,Timbaland featuring OneRepublic,66,Apologize,2007
4767,Colbie Caillat,67,Bubbly,2007
4768,Ciara,68,Like a Boy,2007
4769,Pink,69,Who Knew,2007
4770,Kelly Clarkson,70,Never Again,2007
4771,Ciara,71,Promise,2007
4772,J. Holiday,72,Bed,2007
4773,Rich Boy featuring Polow da Don,73,Throw Some D's,2007
4774,Amy Winehouse,74,Rehab,2007
4775,T.I.,75,Big Shit Poppin' (Do It),2007
4776,Alicia Keys,76,No One,2007
4777,Boys Like Girls,77,The Great Escape,2007
4778,Unk,78,2 Step,2007
4779,Paula DeAnda featuring The D.E.Y.,79,Walk Away (Remember Me),2007
4780,Young Jeezy featuring R. Kelly,80,Go Getta,2007
4781,Hellogoodbye,81,Here (In Your Arms),2007
4782,Pretty Ricky,82,On the Hotline,2007
4783,Gwen Stefani,83,Wind It Up,2007
4784,Baby Bash featuring T-Pain,84,Cyclone,2007
4785,Rihanna featuring Sean Paul,85,Break It Off,2007
4786,Lifehouse,86,First Time,2007
4787,50 Cent featuring Justin Timberlake and Timbaland,87,Ayo Technology,2007
4788,Bow Wow featuring T-Pain and Johntá Austin,88,Outta My System,2007
4789,Taylor Swift,89,Teardrops on My Guitar,2007
4790,Rihanna,90,Shut Up and Drive,2007
4791,Red Hot Chili Peppers,91,Snow (Hey Oh),2007
4792,Ludacris featuring Pharrell,92,Money Maker,2007
4793,Chris Brown featuring T-Pain,93,Kiss Kiss,2007
4794,Nickelback,94,Far Away,2007
4795,Crime Mob and Lil' Scrappy,95,Rock Yo Hips,2007
4796,Justin Timberlake,96,LoveStoned,2007
4797,Hinder,97,Better than Me,2007
4798,Finger Eleven,98,Paralyzer,2007
4799,Snoop Dogg featuring R. Kelly,99,That's That,2007
4800,R. Kelly featuring Usher,100,Same Girl,2007
4801,Flo Rida featuring T-Pain,1,Low,2008
4802,Leona Lewis,2,Bleeding Love,2008
4803,Alicia Keys,3,No One,2008
4804,Lil Wayne featuring Static Major,4,Lollipop,2008
4805,Timbaland featuring OneRepublic,5,Apologize,2008
4806,Jordin Sparks and Chris Brown,6,No Air,2008
4807,Sara Bareilles,7,Love Song,2008
4808,Usher featuring Young Jeezy,8,Love in This Club,2008
4809,Chris Brown,9,With You,2008
4810,Chris Brown,10,Forever,2008
4811,Ray J featuring Yung Berg,11,Sexy Can I,2008
4812,Rihanna,12,Take a Bow,2008
4813,Coldplay,13,Viva la Vida,2008
4814,Katy Perry,14,I Kissed a Girl,2008
4815,T.I.,15,Whatever You Like,2008
4816,Rihanna,16,Disturbia,2008
4817,Rihanna,17,Don't Stop the Music,2008
4818,Natasha Bedingfield,18,Pocketful of Sunshine,2008
4819,Chris Brown featuring T-Pain,19,Kiss Kiss,2008
4820,Ne-Yo,20,Closer,2008
4821,Colbie Caillat,21,Bubbly,2008
4822,Mariah Carey,22,Touch My Body,2008
4823,Madonna featuring Justin Timberlake and Timbaland,23,4 Minutes,2008
4824,Pink,24,So What,2008
4825,Finger Eleven,25,Paralyzer,2008
4826,Fergie,26,Clumsy,2008
4827,Jason Mraz,27,I'm Yours,2008
4828,Jesse McCartney,28,Leavin',2008
4829,Kardinal Offishall featuring Akon,29,Dangerous,2008
4830,Jordin Sparks,30,Tattoo,2008
4831,Miley Cyrus,31,See You Again,2008
4832,Metro Station,32,Shake It,2008
4833,OneRepublic,33,Stop and Stare,2008
4834,Sean Kingston,34,Take You There,2008
4835,M.I.A.,35,Paper Planes,2008
4836,Katy Perry,36,Hot n Cold,2008
4837,T.I. featuring Rihanna,37,Live Your Life,2008
4838,Plies featuring Ne-Yo,38,Bust It Baby (Part 2),2008
4839,Estelle featuring Kanye West,39,American Boy,2008
4840,Lil Wayne featuring T-Pain,40,Got Money,2008
4841,Taylor Swift,41,Our Song,2008
4842,Danity Kane,42,Damaged,2008
4843,Lil Wayne,43,A Milli,2008
4844,Buckcherry,44,Sorry,2008
4845,Webbie featuring Lil Boosie and Lil Phat,45,Independent,2008
4846,T-Pain featuring Lil Wayne,46,Can't Believe It,2008
4847,Alicia Keys,47,Like You'll Never See Me Again,2008
4848,Taylor Swift,48,Teardrops on My Guitar,2008
4849,Pussycat Dolls,49,When I Grow Up,2008
4850,Snoop Dogg,50,Sexual Eruption,2008
4851,Colby O'Donis featuring Akon,51,What You Got,2008
4852,3 Doors Down,52,It's Not My Time,2008
4853,Leona Lewis,53,Better in Time,2008
4854,Soulja Boy Tell 'Em,54,Crank That (Soulja Boy),2008
4855,Linkin Park,55,Shadow of the Day,2008
4856,"Wyclef Jean featuring Akon, Lil Wayne and Niia",56,Sweetest Girl (Dollar Bill),2008
4857,Ne-Yo,57,Miss Independent,2008
4858,Secondhand Serenade,58,Fall for You,2008
4859,Flo Rida featuring will.i.am,59,In the Ayer,2008
4860,John Mayer,60,Say,2008
4861,Jordin Sparks,61,One Step at a Time,2008
4862,Rihanna featuring Ne-Yo,62,Hate That I Love You,2008
4863,Lupe Fiasco featuring Matthew Santos,63,Superstar,2008
4864,J. Holiday,64,Suffocate,2008
4865,Kevin Rudolf featuring Lil Wayne,65,Let It Rock,2008
4866,David Banner featuring Chris Brown,66,Get Like Me,2008
4867,Colbie Caillat,67,Realize,2008
4868,Young Jeezy featuring Kanye West,68,Put On,2008
4869,David Cook,69,The Time of My Life,2008
4870,Three 6 Mafia,70,Lolli Lolli (Pop That Body),2008
4871,Baby Bash featuring T-Pain,71,Cyclone,2008
4872,Natasha Bedingfield featuring Sean Kingston,72,Love Like This,2008
4873,Jonas Brothers featuring Big Rob,73,Burnin' Up,2008
4874,Kanye West,74,Love Lockdown,2008
4875,The-Dream,75,I Luv Your Girl,2008
4876,David Archuleta,76,Crush,2008
4877,Plies featuring Akon,77,Hypnotized,2008
4878,Fergie,78,Big Girls Don't Cry,2008
4879,Kanye West featuring T-Pain,79,Good Life,2008
4880,Britney Spears,80,Womanizer,2008
4881,Taylor Swift,81,Love Story,2008
4882,Mary J. Blige,82,Just Fine,2008
4883,Britney Spears,83,Piece of Me,2008
4884,Rick Ross featuring T-Pain,84,The Boss,2008
4885,Kid Rock,85,All Summer Long,2008
4886,Trey Songz,86,Can't Help but Wait,2008
4887,Gavin DeGraw,87,In Love with a Girl,2008
4888,The Game featuring Lil Wayne,88,My Life,2008
4889,Keyshia Cole,89,I Remember,2008
4890,Kanye West featuring Dwele,90,Flashing Lights,2008
4891,Lil Wayne featuring Bobby Valentino,91,Mrs. Officer,2008
4892,Miley Cyrus,92,7 Things,2008
4893,Trace Adkins,93,You're Gonna Miss This,2008
4894,Gavin Rossdale,94,Love Remains the Same,2008
4895,Daughtry,95,Feels Like Tonight,2008
4896,Timbaland featuring Keri Hilson,96,The Way I Are,2008
4897,Saving Abel,97,Addicted,2008
4898,Santana featuring Chad Kroeger,98,Into the Night,2008
4899,Keyshia Cole,99,Heaven Sent,2008
4900,2 Pistols featuring T-Pain and Tay Dizm,100,She Got It,2008
4901,The Black Eyed Peas,1,Boom Boom Pow,2009
4902,Lady Gaga,2,Poker Face,2009
4903,Lady Gaga featuring Colby O'Donis,3,Just Dance,2009
4904,The Black Eyed Peas,4,I Gotta Feeling,2009
4905,Taylor Swift,5,Love Story,2009
4906,Flo Rida,6,Right Round,2009
4907,Jason Mraz,7,I'm Yours,2009
4908,Beyoncé,8,Single Ladies (Put a Ring on It),2009
4909,Kanye West,9,Heartless,2009
4910,The All-American Rejects,10,Gives You Hell,2009
4911,Taylor Swift,11,You Belong with Me,2009
